Time,dtsec, X, Y, Z, xecef, yecef, zecef, A(km), E, I, RAAN, ARGP, TA, MA,SVE,Beta,SunPct,Eclipse(*)
06/01/12 00:00:00,0,18988410.689,5170910.062,-17841865.424,-11439965.133,16039291.540,-17818488.652,26560.021,0.001673,55.580348,53.638749,40.335486,265.154528,265.345602,98.75,0.44,1,
06/01/12 00:01:00,60.0000002,19038177.658,5368234.901,-17729621.104,-11572059.135,16068229.468,-17706187.284,26560.052,0.001673,55.580371,53.638712,40.296804,265.694517,265.885691,99.25,0.44,1,
06/01/12 00:02:00,119.9999998,19086487.277,5565148.811,-17616019.328,-11703244.480,16097389.937,-17592530.251,26560.082,0.001673,55.580393,53.638675,40.257736,266.234907,266.426168,99.76,0.44,1,
06/01/12 00:03:00,180,19133335.777,5761636.697,-17501068.731,-11833501.809,16126770.142,-17477526.193,26560.113,0.001672,55.580415,53.638639,40.218306,266.775674,266.967007,100.26,0.44,1,
06/01/12 00:04:00,240.0000002,19178719.506,5957683.498,-17384778.053,-11962821.722,16156360.177,-17361183.853,26560.145,0.001672,55.580438,53.638603,40.178536,267.316795,267.508186,100.76,0.44,1,
06/01/12 00:05:00,299.9999997,19222634.921,6153274.184,-17267156.135,-12091194.959,16186150.042,-17243512.077,26560.176,0.001672,55.58046,53.638567,40.138454,267.858243,268.049678,101.26,0.44,1,
06/01/12 00:06:00,359.9999999,19265078.590,6348393.758,-17148211.924,-12218612.402,16216129.645,-17124519.815,26560.207,0.001671,55.580483,53.638532,40.09808,268.399997,268.591461,101.76,0.44,1,
06/01/12 00:07:00,420.0000001,19306047.197,6543027.259,-17027954.466,-12345065.074,16246288.804,-17004216.118,26560.239,0.001671,55.580506,53.638498,40.057444,268.942029,269.133508,102.26,0.44,1,
06/01/12 00:08:00,480.0000003,19345537.535,6737159.761,-16906392.911,-12470544.145,16276617.249,-16882610.138,26560.271,0.001671,55.580529,53.638464,40.016568,269.484315,269.675795,102.76,0.44,1,
06/01/12 00:09:00,539.9999999,19383546.511,6930776.376,-16783536.507,-12595040.928,16307104.621,-16759711.128,26560.303,0.001671,55.580552,53.63843,39.975478,270.026829,270.218296,103.26,0.44,1,
06/01/12 00:10:00,600.0000001,19420071.146,7123862.252,-16659394.604,-12718546.882,16337740.479,-16635528.440,26560.335,0.001671,55.580575,53.638397,39.934199,270.569547,270.760986,103.76,0.44,1,
06/01/12 00:11:00,660.0000003,19455108.573,7316402.578,-16533976.651,-12841053.616,16368514.299,-16510071.528,26560.367,0.001671,55.580598,53.638364,39.892758,271.112442,271.303839,104.26,0.44,1,
06/01/12 00:12:00,719.9999998,19488656.041,7508382.583,-16407292.195,-12962552.885,16399415.474,-16383349.941,26560.399,0.001671,55.580621,53.638332,39.851181,271.655489,271.846829,104.76,0.44,1,
06/01/12 00:13:00,780,19520710.911,7699787.537,-16279350.882,-13083036.598,16430433.319,-16255373.328,26560.431,0.00167,55.580645,53.638301,39.809492,272.198661,272.38993,105.26,0.44,1,
06/01/12 00:14:00,840.0000002,19551270.657,7890602.754,-16150162.454,-13202496.811,16461557.074,-16126151.433,26560.463,0.00167,55.580668,53.638269,39.767719,272.741932,272.933116,105.77,0.44,1,
06/01/12 00:15:00,899.9999998,19580332.869,8080813.590,-16019736.750,-13320925.737,16492775.900,-15995694.100,26560.496,0.00167,55.580692,53.638238,39.725887,273.285277,273.476362,106.27,0.44,1,
06/01/12 00:16:00,960,19607895.253,8270405.447,-15888083.706,-13438315.737,16524078.888,-15864011.264,26560.528,0.00167,55.580715,53.638208,39.684023,273.828669,274.01964,106.77,0.44,1,
06/01/12 00:17:00,1020,19633955.626,8459363.774,-15755213.350,-13554659.333,16555455.056,-15731112.959,26560.560,0.00167,55.580739,53.638178,39.642152,274.372082,274.562925,107.27,0.44,1,
06/01/12 00:18:00,1080,19658511.922,8647674.065,-15621135.806,-13669949.197,16586893.355,-15597009.310,26560.593,0.001671,55.580763,53.638149,39.600301,274.915489,275.10619,107.77,0.43,1,
06/01/12 00:19:00,1140,19681562.191,8835321.865,-15485861.293,-13784178.162,16618382.665,-15461710.536,26560.625,0.001671,55.580786,53.63812,39.558496,275.458866,275.64941,108.27,0.43,1,
06/01/12 00:20:00,1200,19703104.596,9022292.764,-15349400.120,-13897339.216,16649911.805,-15325226.951,26560.658,0.001671,55.58081,53.638091,39.516764,276.002184,276.192558,108.77,0.43,1,
06/01/12 00:21:00,1260,19723137.417,9208572.408,-15211762.689,-14009425.508,16681469.528,-15187568.957,26560.690,0.001671,55.580834,53.638063,39.475129,276.54542,276.735609,109.27,0.43,1,
06/01/12 00:22:00,1320,19741659.050,9394146.492,-15072959.494,-14120430.344,16713044.527,-15048747.051,26560.723,0.001671,55.580857,53.638036,39.433619,277.088545,277.278535,109.77,0.43,1,
06/01/12 00:23:00,1380,19758668.004,9579000.762,-14933001.118,-14230347.192,16744625.437,-14908771.816,26560.755,0.001671,55.580881,53.638009,39.392259,277.631536,277.821312,110.28,0.43,1,
06/01/12 00:24:00,1440,19774162.907,9763121.022,-14791898.235,-14339169.683,16776200.834,-14767653.928,26560.788,0.001671,55.580905,53.637982,39.351074,278.174365,278.363914,110.78,0.43,1,
06/01/12 00:25:00,1500,19788142.501,9946493.127,-14649661.606,-14446891.607,16807759.241,-14625404.149,26560.820,0.001672,55.580929,53.637956,39.310091,278.717008,278.906315,111.28,0.43,1,
06/01/12 00:26:00,1560,19800605.645,10129102.991,-14506302.081,-14553506.921,16839289.126,-14482033.332,26560.852,0.001672,55.580952,53.637931,39.269334,279.259438,279.44849,111.78,0.43,1,
06/01/12 00:27:00,1620,19811551.315,10310936.583,-14361830.598,-14659009.744,16870778.908,-14337552.413,26560.885,0.001672,55.580976,53.637906,39.228828,279.801632,279.990414,112.28,0.43,1,
06/01/12 00:28:00,1680,19820978.601,10491979.931,-14216258.179,-14763394.359,16902216.958,-14191972.417,26560.917,0.001673,55.581,53.637881,39.1886,280.343563,280.532061,112.78,0.43,1,
06/01/12 00:29:00,1740,19828886.710,10672219.124,-14069595.934,-14866655.216,16933591.599,-14045304.454,26560.949,0.001673,55.581023,53.637857,39.148673,280.885208,281.073407,113.28,0.43,1,
06/01/12 00:30:00,1800,19835274.968,10851640.309,-13921855.057,-14968786.932,16964891.110,-13897559.718,26560.981,0.001673,55.581047,53.637833,39.109071,281.426541,281.614428,113.78,0.43,1,
06/01/12 00:31:00,1860,19840142.815,11030229.695,-13773046.824,-15069784.288,16996103.728,-13748749.487,26561.013,0.001674,55.58107,53.63781,39.069819,281.967539,282.1551,114.29,0.43,1,
06/01/12 00:32:00,1920,19843489.808,11207973.555,-13623182.596,-15169642.237,17027217.650,-13598885.121,26561.045,0.001674,55.581094,53.637787,39.030941,282.508177,282.695399,114.79,0.43,1,
06/01/12 00:33:00,1980,19845315.622,11384858.224,-13472273.816,-15268355.897,17058221.036,-13447978.062,26561.076,0.001674,55.581117,53.637765,38.99246,283.048433,283.2353,115.29,0.43,1,
06/01/12 00:34:00,2040,19845620.046,11560870.103,-13320332.006,-15365920.556,17089102.009,-13296039.835,26561.108,0.001675,55.58114,53.637743,38.954399,283.588283,283.774782,115.79,0.43,1,
06/01/12 00:35:00,2100,19844402.989,11735995.658,-13167368.772,-15462331.673,17119848.659,-13143082.042,26561.139,0.001675,55.581164,53.637721,38.916782,284.127705,284.313821,116.29,0.43,1,
06/01/12 00:36:00,2160,19841664.475,11910221.421,-13013395.796,-15557584.874,17150449.045,-12989116.368,26561.170,0.001676,55.581187,53.6377,38.87963,284.666675,284.852395,116.79,0.43,1,
06/01/12 00:37:00,2220,19837404.645,12083533.994,-12858424.841,-15651675.958,17180891.195,-12834154.575,26561.202,0.001676,55.58121,53.63768,38.842965,285.205171,285.390481,117.29,0.43,1,
06/01/12 00:38:00,2280,19831623.756,12255920.045,-12702467.746,-15744600.896,17211163.112,-12678208.500,26561.232,0.001677,55.581233,53.63766,38.80681,285.743173,285.928059,117.79,0.43,1,
06/01/12 00:39:00,2340,19824322.185,12427366.316,-12545536.428,-15836355.828,17241252.774,-12521290.060,26561.263,0.001677,55.581256,53.63764,38.771185,286.280659,286.465107,118.3,0.42,1,
06/01/12 00:40:00,2400,19815500.421,12597859.616,-12387642.880,-15926937.069,17271148.136,-12363411.247,26561.294,0.001678,55.581278,53.637621,38.736111,286.817608,287.001605,118.8,0.42,1,
06/01/12 00:41:00,2460,19805159.075,12767386.827,-12228799.170,-16016341.103,17300837.132,-12204584.128,26561.324,0.001679,55.581301,53.637603,38.701608,287.354,287.537532,119.3,0.42,1,
06/01/12 00:42:00,2520,19793298.870,12935934.907,-12069017.438,-16104564.591,17330307.678,-12044820.842,26561.354,0.001679,55.581324,53.637584,38.667696,287.889815,288.072868,119.8,0.42,1,
06/01/12 00:43:00,2580,19779920.649,13103490.884,-11908309.899,-16191604.364,17359547.676,-11884133.603,26561.384,0.00168,55.581346,53.637567,38.634394,288.425034,288.607594,120.3,0.42,1,
06/01/12 00:44:00,2640,19765025.371,13270041.863,-11746688.841,-16277457.428,17388545.012,-11722534.697,26561.414,0.001681,55.581368,53.637549,38.601721,288.959639,289.141691,120.8,0.42,1,
06/01/12 00:45:00,2700,19748614.110,13435575.025,-11584166.622,-16362120.963,17417287.562,-11560036.480,26561.444,0.001681,55.58139,53.637533,38.569695,289.493609,289.675142,121.3,0.42,1,
06/01/12 00:46:00,2760,19730688.059,13600077.628,-11420755.671,-16445592.324,17445763.190,-11396651.379,26561.473,0.001682,55.581412,53.637516,38.538334,290.02693,290.207928,121.81,0.42,1,
06/01/12 00:47:00,2820,19711248.525,13763537.008,-11256468.485,-16527869.038,17473959.757,-11232391.891,26561.502,0.001683,55.581434,53.6375,38.507656,290.559581,290.740033,122.31,0.42,1,
06/01/12 00:48:00,2880,19690296.935,13925940.580,-11091317.631,-16608948.809,17501865.117,-11067270.580,26561.531,0.001683,55.581456,53.637485,38.477675,291.091549,291.271439,122.81,0.42,1,
06/01/12 00:49:00,2940,19667834.828,14087275.839,-10925315.743,-16688829.514,17529467.121,-10901300.078,26561.559,0.001684,55.581477,53.63747,38.44841,291.622815,291.802131,123.31,0.42,1,
06/01/12 00:50:00,3000,19643863.863,14247530.362,-10758475.522,-16767509.208,17556753.620,-10734493.083,26561.587,0.001685,55.581498,53.637455,38.419874,292.153365,292.332094,123.81,0.42,1,
06/01/12 00:51:00,3060,19618385.813,14406691.805,-10590809.734,-16844986.116,17583712.467,-10566862.359,26561.615,0.001686,55.581519,53.637441,38.392084,292.683184,292.861311,124.31,0.42,1,
06/01/12 00:52:00,3120,19591402.567,14564747.912,-10422331.209,-16921258.644,17610331.521,-10398420.734,26561.643,0.001686,55.58154,53.637427,38.365052,293.212257,293.38977,124.81,0.42,1,
06/01/12 00:53:00,3180,19562916.132,14721686.506,-10253052.843,-16996325.369,17636598.645,-10229181.099,26561.670,0.001687,55.581561,53.637413,38.338794,293.740572,293.917456,125.32,0.42,1,
06/01/12 00:54:00,3240,19532928.627,14877495.498,-10082987.591,-17070185.045,17662501.710,-10059156.409,26561.697,0.001688,55.581581,53.6374,38.313322,294.268113,294.444357,125.82,0.42,1,
06/01/12 00:55:00,3300,19501442.291,15032162.883,-9912148.473,-17142836.601,17688028.602,-9888359.679,26561.724,0.001689,55.581602,53.637388,38.288647,294.794871,294.970459,126.32,0.42,1,
06/01/12 00:56:00,3360,19468459.475,15185676.744,-9740548.568,-17214279.143,17713167.215,-9716803.986,26561.750,0.00169,55.581622,53.637375,38.264783,295.320831,295.495752,126.82,0.42,1,
06/01/12 00:57:00,3420,19433982.648,15338025.251,-9568201.014,-17284511.949,17737905.462,-9544502.465,26561.776,0.00169,55.581642,53.637364,38.24174,295.845984,296.020224,127.32,0.42,1,
06/01/12 00:58:00,3480,19398014.391,15489196.663,-9395119.010,-17353534.474,17762231.272,-9371468.310,26561.802,0.001691,55.581661,53.637352,38.219529,296.370318,296.543864,127.82,0.42,1,
06/01/12 00:59:00,3540,19360557.403,15639179.329,-9221315.810,-17421346.349,17786132.594,-9197714.772,26561.827,0.001692,55.581681,53.637341,38.19816,296.893824,297.066663,128.33,0.41,1,
06/01/12 01:00:00,3600,19321614.497,15787961.687,-9046804.727,-17487947.378,17809597.401,-9023255.161,26561.852,0.001693,55.5817,53.63733,38.177642,297.416492,297.588611,128.83,0.41,1,
06/01/12 01:01:00,3660,19281188.599,15935532.269,-8871599.127,-17553337.541,17832613.686,-8848102.838,26561.877,0.001694,55.581719,53.63732,38.157983,297.938313,298.1097,129.33,0.41,1,
06/01/12 01:02:00,3720,19239282.751,16081879.696,-8695712.433,-17617516.992,17855169.474,-8672271.224,26561.901,0.001695,55.581738,53.63731,38.139192,298.459281,298.629921,129.83,0.41,1,
06/01/12 01:03:00,3780,19195900.109,16226992.685,-8519158.120,-17680486.058,17877252.813,-8495773.788,26561.925,0.001696,55.581756,53.637301,38.121276,298.979386,299.149268,130.33,0.41,1,
06/01/12 01:04:00,3840,19151043.942,16370860.046,-8341949.716,-17742245.244,17898851.788,-8318624.054,26561.948,0.001697,55.581774,53.637291,38.104242,299.498624,299.667734,130.83,0.41,1,
06/01/12 01:05:00,3900,19104717.633,16513470.683,-8164100.801,-17802795.223,17919954.512,-8140835.598,26561.971,0.001698,55.581792,53.637283,38.088094,300.016986,300.185312,131.34,0.41,1,
06/01/12 01:06:00,3960,19056924.679,16654813.597,-7985625.005,-17862136.848,17940549.136,-7962422.045,26561.994,0.001698,55.58181,53.637274,38.07284,300.534469,300.701998,131.84,0.41,1,
06/01/12 01:07:00,4020,19007668.691,16794877.886,-7806536.006,-17920271.139,17960623.849,-7783397.069,26562.016,0.001699,55.581827,53.637266,38.058484,301.051067,301.217786,132.34,0.41,1,
06/01/12 01:08:00,4080,18956953.390,16933652.744,-7626847.533,-17977199.293,17980166.878,-7603774.394,26562.038,0.0017,55.581844,53.637258,38.045029,301.566776,301.732673,132.84,0.41,1,
06/01/12 01:09:00,4140,18904782.613,17071127.466,-7446573.361,-18032922.676,17999166.494,-7423567.789,26562.059,0.001701,55.581861,53.637251,38.032479,302.081593,302.246655,133.34,0.41,1,
06/01/12 01:10:00,4200,18851160.308,17207291.444,-7265727.310,-18087442.829,18017611.011,-7242791.071,26562.080,0.001702,55.581878,53.637243,38.020837,302.595515,302.75973,133.84,0.41,1,
06/01/12 01:11:00,4260,18796090.534,17342134.171,-7084323.246,-18140761.462,18035488.790,-7061458.099,26562.101,0.001703,55.581894,53.637237,38.010104,303.108539,303.271894,134.35,0.41,1,
06/01/12 01:12:00,4320,18739577.463,17475645.240,-6902375.081,-18192880.458,18052788.240,-6879582.780,26562.121,0.001704,55.58191,53.63723,38.000284,303.620665,303.783148,134.85,0.41,1,
06/01/12 01:13:00,4380,18681625.379,17607814.348,-6719896.768,-18243801.867,18069497.821,-6697179.061,26562.140,0.001705,55.581926,53.637224,37.991375,304.131891,304.29349,135.35,0.41,1,
06/01/12 01:14:00,4440,18622238.675,17738631.292,-6536902.301,-18293527.913,18085606.047,-6514260.932,26562.160,0.001706,55.581941,53.637218,37.983379,304.642216,304.802919,135.85,0.41,1,
06/01/12 01:15:00,4500,18561421.859,17868085.974,-6353405.717,-18342060.986,18101101.485,-6330842.423,26562.178,0.001707,55.581956,53.637212,37.976295,305.151642,305.311436,136.35,0.41,1,
06/01/12 01:16:00,4560,18499179.545,17996168.399,-6169421.091,-18389403.647,18115972.761,-6146937.604,26562.197,0.001708,55.581971,53.637207,37.970122,305.66017,305.819043,136.86,0.41,1,
06/01/12 01:17:00,4620,18435516.459,18122868.678,-5984962.539,-18435558.622,18130208.559,-5962560.584,26562.214,0.001709,55.581985,53.637202,37.964858,306.1678,306.325741,137.36,0.41,1,
06/01/12 01:18:00,4680,18370437.438,18248177.028,-5800044.213,-18480528.808,18143797.626,-5777725.509,26562.232,0.00171,55.581999,53.637197,37.960502,306.674536,306.831531,137.86,0.41,1,
06/01/12 01:19:00,4740,18303947.426,18372083.772,-5614680.302,-18524317.265,18156728.773,-5592446.560,26562.248,0.00171,55.582013,53.637193,37.957049,307.180379,307.336418,138.36,0.41,1,
06/01/12 01:20:00,4800,18236051.480,18494579.339,-5428885.028,-18566927.222,18168990.873,-5406737.957,26562.265,0.001711,55.582027,53.637188,37.954498,307.685333,307.840404,138.86,0.4,1,
06/01/12 01:21:00,4860,18166754.761,18615654.268,-5242672.652,-18608362.071,18180572.872,-5220613.950,26562.281,0.001712,55.58204,53.637184,37.952842,308.189403,308.343494,139.36,0.4,1,
06/01/12 01:22:00,4920,18096062.541,18735299.207,-5056057.464,-18648625.369,18191463.782,-5034088.825,26562.296,0.001713,55.582053,53.637181,37.952079,308.692593,308.845691,139.87,0.4,1,
06/01/12 01:23:00,4980,18023980.201,18853504.911,-4869053.789,-18687720.836,18201652.688,-4847176.898,26562.311,0.001714,55.582065,53.637177,37.952203,309.194908,309.347003,140.37,0.4,1,
06/01/12 01:24:00,5040,17950513.227,18970262.248,-4681675.980,-18725652.357,18211128.751,-4659892.518,26562.325,0.001715,55.582077,53.637174,37.953207,309.696354,309.847433,140.87,0.4,1,
06/01/12 01:25:00,5100,17875667.213,19085562.196,-4493938.424,-18762423.976,18219881.206,-4472250.062,26562.339,0.001716,55.582089,53.637171,37.955086,310.196936,310.346989,141.37,0.4,1,
06/01/12 01:26:00,5160,17799447.861,19199395.845,-4305855.533,-18798039.900,18227899.366,-4284263.936,26562.352,0.001717,55.5821,53.637168,37.957833,310.696663,310.845678,141.87,0.4,1,
06/01/12 01:27:00,5220,17721860.979,19311754.396,-4117441.748,-18832504.494,18235172.626,-4095948.573,26562.365,0.001717,55.582111,53.637165,37.96144,311.195541,311.343506,142.38,0.4,1,
06/01/12 01:28:00,5280,17642912.478,19422629.165,-3928711.537,-18865822.284,18241690.462,-3907318.435,26562.377,0.001718,55.582122,53.637163,37.965899,311.693578,311.840483,142.88,0.4,1,
06/01/12 01:29:00,5340,17562608.379,19532011.580,-3739679.393,-18897997.953,18247442.435,-3718388.007,26562.389,0.001719,55.582132,53.637161,37.971201,312.190783,312.336616,143.38,0.4,1,
06/01/12 01:30:00,5400,17480954.804,19639893.187,-3550359.833,-18929036.342,18252418.190,-3529171.797,26562.400,0.00172,55.582142,53.637159,37.977338,312.687165,312.831915,143.88,0.4,1,
06/01/12 01:31:00,5460,17397957.982,19746265.643,-3360767.398,-18958942.447,18256607.464,-3339684.339,26562.410,0.001721,55.582152,53.637157,37.9843,313.182732,313.326389,144.38,0.4,1,
06/01/12 01:32:00,5520,17313624.246,19851120.722,-3170916.651,-18987721.420,18260000.081,-3149940.188,26562.420,0.001722,55.582161,53.637155,37.992077,313.677496,313.820047,144.89,0.4,1,
06/01/12 01:33:00,5580,17227960.030,19954450.317,-2980822.175,-19015378.566,18262585.958,-2959953.918,26562.430,0.001722,55.58217,53.637153,38.000658,314.171467,314.312902,145.39,0.4,1,
06/01/12 01:34:00,5640,17140971.873,20056246.436,-2790498.573,-19041919.344,18264355.107,-2769740.125,26562.439,0.001723,55.582179,53.637152,38.010033,314.664655,314.804964,145.89,0.4,1,
06/01/12 01:35:00,5700,17052666.418,20156501.203,-2599960.467,-19067349.363,18265297.635,-2579313.422,26562.447,0.001724,55.582187,53.637151,38.020189,315.157072,315.296243,146.39,0.4,1,
06/01/12 01:36:00,5760,16963050.408,20255206.865,-2409222.497,-19091674.385,18265403.747,-2388688.441,26562.455,0.001725,55.582195,53.63715,38.031115,315.64873,315.786753,146.89,0.4,1,
06/01/12 01:37:00,5820,16872130.687,20352355.784,-2218299.318,-19114900.320,18264663.747,-2197879.828,26562.462,0.001725,55.582202,53.637149,38.042799,316.139642,316.276506,147.4,0.4,1,
06/01/12 01:38:00,5880,16779914.202,20447940.444,-2027205.602,-19137033.225,18263068.043,-2006902.246,26562.469,0.001726,55.582209,53.637148,38.055226,316.629819,316.765514,147.9,0.4,1,
06/01/12 01:39:00,5940,16686408.000,20541953.449,-1835956.034,-19158079.306,18260607.144,-1815770.371,26562.475,0.001727,55.582216,53.637147,38.068386,317.119275,317.253791,148.4,0.4,1,
06/01/12 01:40:00,6000,16591619.227,20634387.521,-1644565.311,-19178044.913,18257271.666,-1624498.893,26562.481,0.001727,55.582222,53.637147,38.082262,317.608025,317.741351,148.9,0.4,1,
06/01/12 01:41:00,6060,16495555.130,20725235.507,-1453048.145,-19196936.542,18253052.331,-1433102.511,26562.486,0.001728,55.582228,53.637146,38.096843,318.096081,318.228207,149.41,0.39,1,
06/01/12 01:42:00,6120,16398223.053,20814490.375,-1261419.255,-19214760.831,18247939.970,-1241595.939,26562.491,0.001729,55.582233,53.637146,38.112112,318.583458,318.714374,149.91,0.39,1,
06/01/12 01:43:00,6180,16299630.440,20902145.215,-1069693.372,-19231524.560,18241925.526,-1049993.896,26562.495,0.001729,55.582238,53.637145,38.128055,319.070172,319.199867,150.41,0.39,1,
06/01/12 01:44:00,6240,16199784.831,20988193.241,-877885.233,-19247234.650,18235000.053,-858311.111,26562.498,0.00173,55.582243,53.637145,38.144656,319.556236,319.684702,150.91,0.39,1,
06/01/12 01:45:00,6300,16098693.866,21072627.788,-686009.586,-19261898.159,18227154.721,-666562.321,26562.501,0.00173,55.582247,53.637145,38.161901,320.041668,320.168893,151.41,0.39,1,
06/01/12 01:46:00,6360,15996365.279,21155442.319,-494081.182,-19275522.285,18218380.813,-474762.269,26562.503,0.001731,55.582251,53.637145,38.179773,320.526482,320.652458,151.92,0.39,1,
06/01/12 01:47:00,6420,15892806.900,21236630.418,-302114.778,-19288114.362,18208669.733,-282925.700,26562.505,0.001732,55.582255,53.637145,38.198256,321.010695,321.135411,152.42,0.39,1,
06/01/12 01:48:00,6480,15788026.657,21316185.798,-110125.134,-19299681.856,18198013.003,-91067.366,26562.506,0.001732,55.582258,53.637145,38.217332,321.494324,321.617771,152.92,0.39,1,
06/01/12 01:49:00,6540,15682032.571,21394102.295,81872.986,-19310232.370,18186402.265,100797.980,26562.506,0.001733,55.582261,53.637145,38.236986,321.977385,322.099553,153.42,0.39,1,
06/01/12 01:50:00,6600,15574832.756,21470373.872,273864.818,-19319773.635,18173829.286,292655.583,26562.506,0.001733,55.582263,53.637145,38.2572,322.459896,322.580776,153.92,0.39,1,
06/01/12 01:51:00,6660,15466435.422,21544994.619,465835.596,-19328313.517,18160285.955,484490.689,26562.506,0.001733,55.582265,53.637145,38.277956,322.941874,323.061456,154.43,0.39,1,
06/01/12 01:52:00,6720,15356848.871,21617958.752,657770.557,-19335860.006,18145764.289,676288.544,26562.504,0.001734,55.582267,53.637145,38.299236,323.423337,323.541612,154.93,0.39,1,
06/01/12 01:53:00,6780,15246081.497,21689260.617,849654.937,-19342421.221,18130256.430,868034.396,26562.503,0.001734,55.582268,53.637145,38.321022,323.904302,324.021262,155.43,0.39,1,
06/01/12 01:54:00,6840,15134141.785,21758894.685,1041473.978,-19348005.408,18113754.652,1059713.495,26562.500,0.001735,55.582269,53.637145,38.343296,324.384789,324.500424,155.93,0.39,1,
06/01/12 01:55:00,6900,15021038.313,21826855.559,1233212.925,-19352620.935,18096251.357,1251311.099,26562.497,0.001735,55.582269,53.637145,38.366039,324.864816,324.979116,156.44,0.39,1,
06/01/12 01:56:00,6960,14906779.748,21893137.967,1424857.028,-19356276.292,18077739.082,1442812.468,26562.494,0.001735,55.582269,53.637145,38.389232,325.344401,325.457359,156.94,0.39,1,
06/01/12 01:57:00,7020,14791374.846,21957736.770,1616391.544,-19358980.093,18058210.495,1634202.870,26562.490,0.001736,55.582269,53.637145,38.412856,325.823564,325.93517,157.44,0.39,1,
06/01/12 01:58:00,7080,14674832.454,22020646.958,1807801.738,-19360741.067,18037658.400,1825467.581,26562.485,0.001736,55.582268,53.637145,38.436892,326.302324,326.41257,157.94,0.39,1,
06/01/12 01:59:00,7140,14557161.506,22081863.649,1999072.883,-19361568.062,18016075.739,2016591.886,26562.480,0.001736,55.582267,53.637145,38.46132,326.7807,326.889577,158.44,0.39,1,
06/01/12 02:00:00,7200,14438371.024,22141382.094,2190190.263,-19361470.043,17993455.590,2207561.079,26562.474,0.001736,55.582265,53.637145,38.48612,327.258713,327.366212,158.95,0.39,1,
06/01/12 02:01:00,7260,14318470.117,22199197.674,2381139.173,-19360456.087,17969791.172,2398360.467,26562.468,0.001737,55.582263,53.637144,38.511273,327.736381,327.842494,159.45,0.39,1,
06/01/12 02:02:00,7320,14197467.979,22255305.901,2571904.920,-19358535.384,17945075.843,2588975.367,26562.461,0.001737,55.582261,53.637144,38.536758,328.213725,328.318444,159.95,0.39,1,
06/01/12 02:03:00,7380,14075373.892,22309702.421,2762472.825,-19355717.234,17919303.106,2779391.114,26562.454,0.001737,55.582258,53.637144,38.562555,328.690765,328.794082,160.45,0.38,1,
06/01/12 02:04:00,7440,13952197.221,22362383.009,2952828.222,-19352011.046,17892466.604,2969593.052,26562.446,0.001737,55.582255,53.637143,38.588644,329.167521,329.269428,160.96,0.38,1,
06/01/12 02:05:00,7500,13827947.415,22413343.574,3142956.462,-19347426.336,17864560.129,3159566.545,26562.437,0.001737,55.582252,53.637143,38.615003,329.644014,329.744503,161.46,0.38,1,
06/01/12 02:06:00,7560,13702634.007,22462580.158,3332842.914,-19341972.725,17835577.615,3349296.972,26562.428,0.001737,55.582248,53.637142,38.641613,330.120265,330.219328,161.96,0.38,1,
06/01/12 02:07:00,7620,13576266.614,22510088.935,3522472.963,-19335659.937,17805513.147,3538769.731,26562.418,0.001737,55.582244,53.637141,38.668453,330.596294,330.693922,162.46,0.38,1,
06/01/12 02:08:00,7680,13448854.932,22555866.213,3711832.014,-19328497.796,17774360.955,3727970.240,26562.408,0.001737,55.582239,53.63714,38.695501,331.072121,331.168309,162.97,0.38,1,
06/01/12 02:09:00,7740,13320408.741,22599908.435,3900905.492,-19320496.228,17742115.423,3916883.935,26562.397,0.001737,55.582234,53.637139,38.722736,331.547769,331.642507,163.47,0.38,1,
06/01/12 02:10:00,7800,13190937.898,22642212.175,4089678.845,-19311665.256,17708771.082,4105496.276,26562.386,0.001737,55.582229,53.637138,38.750138,332.023257,332.116538,163.97,0.38,1,
06/01/12 02:11:00,7860,13060452.343,22682774.144,4278137.541,-19302014.997,17674322.619,4293792.744,26562.374,0.001737,55.582223,53.637136,38.777686,332.498607,332.590424,164.47,0.38,1,
06/01/12 02:12:00,7920,12928962.094,22721591.187,4466267.075,-19291555.663,17638764.872,4481758.846,26562.362,0.001737,55.582217,53.637135,38.805357,332.97384,333.064186,164.97,0.38,1,
06/01/12 02:13:00,7980,12796477.245,22758660.281,4654052.962,-19280297.558,17602092.833,4669380.111,26562.349,0.001737,55.58221,53.637133,38.833132,333.448977,333.537845,165.48,0.38,1,
06/01/12 02:14:00,8040,12663007.969,22793978.543,4841480.749,-19268251.075,17564301.652,4856642.096,26562.336,0.001737,55.582204,53.637131,38.860988,333.924039,334.011422,165.98,0.38,1,
06/01/12 02:15:00,8100,12528564.517,22827543.220,5028536.006,-19255426.697,17525386.634,5043530.386,26562.322,0.001737,55.582196,53.637129,38.888904,334.399048,334.484938,166.48,0.38,1,
06/01/12 02:16:00,8160,12393157.213,22859351.699,5215204.332,-19241834.990,17485343.241,5230030.591,26562.307,0.001736,55.582189,53.637127,38.916859,334.874025,334.958416,166.98,0.38,1,
06/01/12 02:17:00,8220,12256796.456,22889401.500,5401471.356,-19227486.606,17444167.096,5416128.355,26562.292,0.001736,55.582181,53.637125,38.944831,335.34899,335.431876,167.49,0.38,1,
06/01/12 02:18:00,8280,12119492.721,22917690.279,5587322.738,-19212392.278,17401853.979,5601809.349,26562.277,0.001736,55.582173,53.637122,38.9728,335.823966,335.905339,167.99,0.38,1,
